concert_num,location,date,lover_bodysuit,lover_jacket,lover_guitar,fearless_dress,evermore,red_tshirt,red_guitar,speaknow,koi,reputation,folklore,1989_1,1989_2,ttpd_dress,ttpd_twopiece,ttpd_coverall,surprise_song,midnights_shirt,midnights_bodysuit,midnights_karmajacket,date_str,date_weekday,location_city,location_state_region,location_country,tour_leg,night_num,night_count,location_night,lover_bodysuit_n_since_last,lover_jacket_n_since_last,lover_guitar_n_since_last,fearless_dress_n_since_last,evermore_n_since_last,red_tshirt_n_since_last,red_guitar_n_since_last,speaknow_n_since_last,koi_n_since_last,reputation_n_since_last,folklore_n_since_last,1989_1_n_since_last,1989_2_n_since_last,ttpd_dress_n_since_last,ttpd_twopiece_n_since_last,ttpd_coverall_n_since_last,surprise_song_n_since_last,midnights_shirt_n_since_last,midnights_bodysuit_n_since_last,midnights_karmajacket_n_since_last
1,"Glendale, Arizona, USA",2023-03-17,Pink and Blue,Silver,Purple,Fringe,Orange,A LOT GOING ON AT THE MOMENT,Red,Champagne,No,Red and Black,Purple,Old Pink,,0,0,0,Pink,Silver Sequin,Navy,Multicolor,"Friday, March 17, 2023",Friday,Glendale,Arizona,USA,US and Canada,1,2,"Glendale, Arizona, USA<br>Night 1",First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn,First Time Worn
2,"Glendale, Arizona, USA",2023-03-18,Blue and Gold,Black,Blue,Gold Noodle,Orange,WHO'S TAYLOR SWIFT ANYWAY? EW.,Red,Pink Ball Gown,No,Red and Black,Cream,Old Green,,0,0,0,Green,Blue,Navy,Magenta,"Saturday, March 18, 2023",Saturday,Glendale,Arizona,USA,US and Canada,2,2,"Glendale, Arizona, USA<br>Night 2",First Time Worn,First Time Worn,First Time Worn,First Time Worn,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,First Time Worn,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,First Time Worn,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,First Time Worn,First Time Worn,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,First Time Worn,First Time Worn,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,First Time Worn
3,"Las Vegas, Nevada, USA",2023-03-24,Pink and Blue,Silver,Purple,Fringe,Orange,A LOT GOING ON AT THE MOMENT,Red,Champagne,No,Red and Black,Pink Lace,Old Pink,,0,0,0,Pink,Silver Sequin,Blurple,Multicolor,"Friday, March 24, 2023",Friday,Las Vegas,Nevada,USA,US and Canada,1,2,"Las Vegas, Nevada, USA<br>Night 1",&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,First Time Worn,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,First Time Worn,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday
4,"Las Vegas, Nevada, USA",2023-03-25,Blue and Gold,Black,Pink,Gold Noodle,Orange,WHO'S TAYLOR SWIFT ANYWAY? EW.,Red,Pink Ball Gown,No,Red and Black,Purple,Old Green,,0,0,0,Green,Blue,Navy,Pink,"Saturday, March 25, 2023",Saturday,Las Vegas,Nevada,USA,US and Canada,2,2,"Las Vegas, Nevada, USA<br>Night 2",&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,First Time Worn,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 8<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,First Time Worn
5,"Arlington, Texas, USA",2023-03-31,Blue and Gold,Black,Blue,Gold Noodle,Orange,WE ARE NEVER GETTING BACK TOGETHER.<br>LIKE EVER.,Red,Champagne,No,Red and Black,Cream,Old Green,,0,0,0,Green,Pink,Blurple,Multicolor,"Friday, March 31, 2023",Friday,Arlington,Texas,USA,US and Canada,1,3,"Arlington, Texas, USA<br>Night 1",&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 1<br>&#x2022; First time worn on a Friday<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 1<br>&#x2022; First time worn on a Friday<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 13<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 1<br>&#x2022; First time worn on a Friday<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 1<br>&#x2022; First time worn on a Friday<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 4<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,First Time Worn,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 4<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 4<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 4<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 13<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; First time worn on a Night 1<br>&#x2022; First time worn on a Friday<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 1<br>&#x2022; First time worn on a Friday<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 4<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 4<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 4<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 4<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Days since last worn: 6<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 1<br>&#x2022; First time worn on a Friday<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,First Time Worn,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 1: 1<br>&#x2022; Prior number of times worn on a Friday: 1<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 1: 2<br>&#x2022; Prior number of times worn on a Friday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday
6,"Arlington, Texas, USA",2023-04-01,Pink and Blue,Silver,Purple,Fringe,Orange,WHO'S TAYLOR SWIFT ANYWAY? EW.,Black,Pink Ball Gown,No,Red and Black,Purple,Old Pink,,0,0,0,Pink,Lavender,Navy,Magenta,"Saturday, April 01, 2023",Saturday,Arlington,Texas,USA,US and Canada,2,3,"Arlington, Texas, USA<br>Night 2",&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 8<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 8<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 8<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 8<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 5<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,First Time Worn,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 5<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 5<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 8<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 5<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 5<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 5<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Wore at previous show<br>&#x2022; Wore day before<br><br>&#x2022; Prior number of times worn: 5<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,&#x2022; Shows since last worn: 3<br>&#x2022; Days since last worn: 8<br><br>&#x2022; Prior number of times worn: 2<br>&#x2022; First time worn on a Night 2<br>&#x2022; First time worn on a Saturday<br><br>&#x2022; Last worn on a Night 1<br>&#x2022; Last worn on a Friday,First Time Worn,&#x2022; Shows since last worn: 2<br>&#x2022; Days since last worn: 7<br><br>&#x2022; Prior number of times worn: 3<br>&#x2022; Prior number of times worn on a Night 2: 2<br>&#x2022; Prior number of times worn on a Saturday: 2<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday,&#x2022; Shows since last worn: 4<br>&#x2022; Days since last worn: 14<br><br>&#x2022; Prior number of times worn: 1<br>&#x2022; Prior number of times worn on a Night 2: 1<br>&#x2022; Prior number of times worn on a Saturday: 1<br><br>&#x2022; Last worn on a Night 2<br>&#x2022; Last worn on a Saturday
